lat,lon,time,alt,speed,bearing
59.4614114,25.1334739,679000,42.8,12.11111111,350.9
59.4616314,25.1333869,681000,42.9,12.5,348.6
59.4618492,25.1332969,683000,45.5,12.38888889,348.1
59.4620296,25.1331911,685000,46.8,10.5,343.4
59.4622283,25.1330657,687000,44.6,11.61111111,342.2
59.4624581,25.1329549,689000,44.1,13.16666667,346.2
59.4626486,25.1328666,691000,46.7,10.88888889,346.7
59.462821,25.1327696,693000,45.2,10,344
59.4630177,25.1325905,695000,42.2,12.08333333,335.2
59.4632051,25.132364,697000,43.1,12.25,328.4
59.4633937,25.1321924,699000,44.7,11.58333333,335.2
59.4635738,25.132063,701000,45,10.69444444,339.9
59.4637429,25.1318593,703000,44,11.05555556,328.5
59.4639151,25.1316689,705000,44.5,11,330.7
59.464087,25.131527,707000,44.6,10.38888889,337.2
59.4642586,25.1313818,709000,44.1,10.41666667,336.7
59.4644681,25.1314056,711000,43,11.69444444,3.3
59.4646698,25.1315296,713000,43.4,11.77777778,17.3
59.4648642,25.1315992,715000,42.5,11,10.3
59.4650596,25.1315059,717000,42.2,11.19444444,346.4
59.4651785,25.1312409,719000,43.4,10.02777778,311.4
59.4652463,25.1309842,721000,44.3,8.194444444,297.5
59.4653547,25.1307561,723000,43.1,8.833333333,313.1
59.4655149,25.1305439,725000,43.2,10.75,326.1
59.4656785,25.1303719,727000,45.2,10.33333333,331.9
59.4658448,25.1302349,729000,46.1,10.05555556,337.3
59.466014,25.1300951,731000,45.8,10.22222222,337.2
59.4661844,25.129962,733000,45.2,10.22222222,338.4
59.4663586,25.1298258,735000,45.2,10.44444444,338.3
59.4665325,25.1296697,737000,45.3,10.63888889,335.5
59.4666909,25.1294811,739000,44.7,10.30555556,328.8
59.4668612,25.1292969,742000,44.4,7.222222222,331.2
59.4670324,25.129127,744000,44.7,10.69444444,333.2
59.4671944,25.128931,746000,44.7,10.58333333,328.4
59.4673474,25.128745,748000,44.8,10.02777778,328.3
59.4675125,25.1285777,750000,45,10.33333333,332.8
59.4676784,25.1283761,752000,45.1,10.86111111,328.3
59.4678444,25.1281665,754000,45.7,11,327.3
59.4679935,25.1279794,756000,46.6,9.861111111,327.5
59.468153,25.1278104,758000,46.4,10.08333333,331.7
59.4682737,25.1275652,760000,44.8,9.666666667,314.1
59.468398,25.1272941,762000,44.8,10.33333333,312.1
59.4685804,25.1271461,764000,44.5,11,337.6
59.4687737,25.1270596,766000,44.2,11.05555556,347.2
59.4689621,25.1269601,768000,43,10.86111111,345
59.4691663,25.1268771,770000,41.2,11.61111111,348.3
59.4693767,25.1268646,772000,40,11.72222222,358.3
59.4695873,25.1268484,773000,38.5,23.47222222,357.8
59.4697893,25.1267746,775000,38.1,11.44444444,349.5
59.4699988,25.1267502,777000,38.1,11.69444444,356.6
59.4702173,25.126748,779000,37.2,12.16666667,359.7
59.4704293,25.1267265,781000,35.3,11.83333333,357.1
59.4706452,25.1267161,783000,34.9,12.02777778,358.6
59.4708495,25.1268447,785000,35.6,11.94444444,17.7
59.4710491,25.1270316,787000,34.9,12.30555556,25.4
59.471278,25.1271203,789000,33.9,13,11.1
59.4715093,25.127131,791000,35.5,12.88888889,1.3
59.471707,25.1271862,793000,35.8,11.11111111,8.1
59.4719201,25.1273192,795000,34.8,12.44444444,17.6
59.4721301,25.1274973,797000,33.7,12.75,23.3
59.4723441,25.1276655,799000,33.7,12.83333333,21.8
59.4725584,25.127718,801000,34.6,12.02777778,7.1
59.4727658,25.1279098,803000,34.4,12.77777778,25.2
59.4729534,25.1282569,805000,35,14.36111111,43.2
59.4730962,25.128642,807000,34.7,13.5,53.9
59.4731894,25.1290599,809000,30.3,12.94444444,66.3
59.4732951,25.1295212,811000,25.5,14.33333333,65.7
59.4734511,25.1299226,813000,22.3,14.30555556,52.6
59.4736531,25.1302107,815000,22,13.88888889,35.9
59.4738555,25.1303565,817000,20.7,12,20.1
59.4740657,25.130495,819000,20.6,12.36111111,18.5
59.4742466,25.1308159,821000,19.5,13.58333333,42
59.474409,25.1311636,823000,19.7,13.38888889,47.4
59.4746043,25.1314122,825000,18.5,12.97222222,32.9
59.474798,25.1316887,827000,18.2,13.33333333,35.9
59.4749978,25.1319414,829000,18.9,13.22222222,32.7
