latitude(deg),longitude(deg),time(ms),elevation(m),velocity(m/s),bearing(deg)
59.043739,23.159486,2491000,160.369,12.17439794,19.77700652
59.04452,23.159458,2499000,159.958,10.86030938,358.9435289
59.044936,23.159698,2503000,158.902,12.06611148,16.52821673
59.045263,23.159933,2506000,159.668,12.92544224,20.28670197
59.045585,23.160201,2509000,159.806,12.98624851,23.17562788
59.045906,23.160325,2512000,160.167,12.1338543,11.23775044
59.047064,23.160668,2523000,161.932,11.84419603,8.662166555
59.048137,23.161346,2533000,165.714,12.54901159,18.00328531
59.048247,23.161426,2534000,165.558,13.06278388,20.50820886
59.048891,23.162,2540000,165.745,13.13286087,24.62684822
59.049378,23.163574,2547000,165.43,15.01095934,58.96835472
59.049366,23.16419,2549000,166.463,17.63133735,92.16893636
59.049297,23.164797,2551000,167.908,17.78032351,102.4632351
59.048916,23.167163,2559000,170.162,17.72798811,107.3846214
59.04847,23.170439,2570000,172.596,17.62337681,104.8251696
59.047872,23.174588,2584000,175.794,17.6063996,105.6530995
59.047368,23.178773,2598000,177.494,17.56318974,103.1766793
59.046754,23.182257,2610000,179.639,17.55718238,108.9123025
59.046334,23.183887,2616000,183.646,17.38275409,116.608708
59.04626,23.184153,2617000,183.581,17.3008054,118.4076456
59.045164,23.187361,2630000,186.425,16.94811763,123.5916592
59.044489,23.188979,2637000,190.021,17.02664894,129.043363
59.04439,23.189204,2638000,190.025,16.93977912,130.5439216
59.044297,23.189438,2639000,190.654,16.91824305,127.6916763
59.044356,23.191178,2645000,188.752,16.62748492,86.22772166
59.044749,23.191597,2649000,191.804,12.46337733,28.74023053
59.04485,23.191604,2650000,191.747,11.24098789,2.041683753
59.045228,23.191021,2655000,187.64,10.73338742,321.5746422
59.045201,23.19082,2656000,183.076,11.88498275,255.3638715
59.044748,23.190571,2661000,185.348,10.47212042,195.7873212
59.04452,23.191058,2663000,188.607,18.83745492,132.3078116
59.04365,23.193431,2672000,191.214,18.52457578,125.4784523
59.043002,23.196262,2682000,194.352,17.72840215,113.9870081
59.042942,23.196548,2683000,194.5,17.67182096,112.1874136
59.042686,23.197679,2687000,196.271,17.6743038,113.7502694
59.042435,23.198803,2691000,199.228,17.5269861,113.4659366
59.042127,23.200212,2696000,203.983,17.51868225,113.0222892
59.042006,23.200774,2698000,204.67,17.42905511,112.7112008
59.041137,23.20437,2711000,207.72,17.48637495,115.161205
59.040922,23.20519,2714000,209.689,17.55370047,117.0069815
59.040242,23.207942,2724000,212.719,17.46870244,115.6548711
59.040106,23.208493,2726000,213.591,17.48434583,115.6311945
59.039728,23.210175,2732000,216.719,17.5042482,113.5972973
59.03967,23.21046,2733000,216.938,17.53724971,111.5831199
59.039498,23.211318,2736000,218.398,17.56346242,111.2892076
59.039264,23.212457,2740000,220.155,17.54463773,111.7686399
59.038575,23.215599,2751000,221.682,17.76726209,113.0848116
59.03837,23.21678,2755000,219.932,17.83046041,108.6440984
59.037887,23.220381,2767000,221.594,17.74545625,104.6110384
59.03779,23.221898,2772000,219.942,17.49497012,97.08411968
59.037783,23.223118,2776000,220.601,17.45406001,90.63844702
59.037839,23.226439,2787000,224.228,17.28536876,88.12131646
59.037848,23.23102,2802000,226.647,17.47596223,89.77923898
59.03771,23.234382,2813000,229.753,17.54496976,94.56021559
59.037357,23.238898,2828000,229.799,17.42573596,98.63717608
59.037305,23.239507,2830000,228.769,17.66294042,99.42297229
59.037037,23.242847,2841000,232.468,17.58530349,98.8631075
59.036839,23.24493,2848000,228.605,17.31650663,100.4669094
59.036804,23.245228,2849000,228.499,17.4915976,102.8592739
59.036685,23.246118,2852000,226.363,17.54056884,104.5676715
59.035892,23.248313,2861000,224.344,17.05382028,125.0753792
59.03421,23.251495,2876000,220.94,17.40490869,135.7722329
59.033532,23.252715,2882000,219.218,17.12834793,137.2043337
59.032634,23.254303,2890000,216.138,16.88002267,137.7001136
59.030391,23.2581,2910000,218.9,16.54284389,138.9402384
59.028945,23.260543,2923000,222.006,16.39369753,138.9952309
59.028406,23.26153,2928000,223.923,16.47504993,136.7000728
59.027911,23.262618,2933000,226.728,16.62475583,131.4788423
59.027435,23.263758,2938000,226.179,16.80597883,129.0539047
59.027036,23.264611,2942000,222.265,16.49527756,132.2681341
59.026932,23.26483,2943000,222.017,17.05733535,132.6996028
59.025517,23.267434,2956000,221.744,16.67448732,136.5553421
59.02456,23.269286,2965000,218.664,16.69243454,135.1144872
59.023321,23.272292,2978000,221.849,16.95859169,128.6878149
59.023135,23.273096,2981000,223.705,16.82079086,114.2026362
59.023022,23.273988,2984000,220.59,17.5295493,103.82701
59.023647,23.275375,2990000,223.039,17.58876428,48.79709082
59.023961,23.275693,2993000,223.272,13.12823196,27.53011823
59.02431,23.275925,2996000,221.216,13.67568242,18.88750407
59.02521,23.276317,3004000,217.595,12.82349174,12.6347435
59.025323,23.276354,3005000,216.911,12.74577849,9.5654263
59.025722,23.277626,3011000,215.341,14.21200513,58.63744805
59.02538,23.278427,3017000,215.568,9.929452183,129.6792758
59.025302,23.278687,3018000,214.654,17.22731642,120.2382396
59.025609,23.280133,3021000,212.265,29.84684417,67.58192682
59.025145,23.282465,3029000,215.419,17.89010452,111.1358811
59.025087,23.282753,3030000,215.65,17.7034955,111.3704313
59.024605,23.28656,3043000,214.444,17.26360103,103.8188086
59.024735,23.289772,3054000,211.934,16.76705828,85.50217457
59.024868,23.290614,3057000,208.72,16.80628669,72.93778405
59.024916,23.290888,3058000,208.749,16.56867471,71.20227601
59.02548,23.293149,3067000,205.453,15.98105921,64.14037982
59.025748,23.293736,3070000,202.402,14.9726795,48.42298814
59.026377,23.294522,3076000,201.767,13.86333269,32.74496079
59.027002,23.294595,3082000,201.736,11.60698071,3.43986777
59.027682,23.29411,3090000,199.239,10.07098397,339.8444684
59.028239,23.293929,3096000,196.932,10.46888646,350.5064482
59.028905,23.294849,3103000,196.063,12.98377435,35.40761609
59.02895,23.295465,3105000,196.149,17.80592961,81.92016845
59.029095,23.296636,3109000,198.015,17.23453102,76.46998935
59.029218,23.297813,3113000,195.789,17.18582734,78.5202329
59.029273,23.298086,3114000,196.002,16.78053565,68.61962556
59.029392,23.298614,3116000,196.502,16.49624836,66.34781725
59.03016,23.299778,3124000,198.458,13.5413105,37.95121414
59.030264,23.299793,3125000,197.842,11.59934655,4.244654446
59.030894,23.299246,3133000,196.876,9.593551493,335.9257834
59.030974,23.298972,3135000,191.841,9.015366191,299.5707635
59.031002,23.298816,3136000,190.759,9.45609754,289.2291986
59.03106,23.298513,3138000,189.388,9.251482797,290.4051062
59.031265,23.298061,3142000,186.785,8.620997084,311.3929105
59.031576,23.298022,3145000,184.535,11.55443567,356.3079641
59.032207,23.298131,3151000,186.363,11.74341225,5.079403262
59.032531,23.298222,3154000,184.69,12.13723288,8.223395195
59.033357,23.299095,3162000,185.791,13.07244765,28.53799596
59.034235,23.30115,3172000,182.143,15.28664265,50.29400444
59.034323,23.301367,3173000,180.899,15.81219606,51.75601778
59.03455,23.303337,3180000,181.202,16.50466549,77.37593557
59.034518,23.303639,3181000,181.714,17.64562961,101.6366454
59.034389,23.305467,3187000,179.677,17.59881947,97.80884661
59.034497,23.309106,3199000,181.523,17.3833691,86.69718668
59.034678,23.311123,3206000,175.979,16.73881636,80.10572475
59.03505,23.313981,3216000,175.592,16.87093166,75.80209369
59.035026,23.315174,3220000,174.898,17.08112661,92.23859752
59.034732,23.317207,3227000,175.788,17.26458796,105.6980856
59.034707,23.318125,3230000,173.514,17.53627231,93.02940559
59.034913,23.320117,3237000,169.81,16.61109238,78.6345927
59.035087,23.320916,3240000,166.679,16.55062314,67.05876775
59.035227,23.321394,3242000,165.951,15.73811048,60.34900984
59.035517,23.32232,3246000,162.271,15.50924525,58.67126132
59.035589,23.322556,3247000,161.43,15.70129129,59.33338866
59.035654,23.323727,3251000,157.166,16.85026589,83.84187784
59.035536,23.324325,3253000,156.476,18.32597731,110.9826857
59.035411,23.324887,3255000,158.329,17.51897467,113.3784402
59.035203,23.326366,3260000,158.118,17.54872639,105.2871002
59.035259,23.327511,3264000,154.614,16.45510762,84.56941211
59.035572,23.328051,3267000,151.223,15.51689107,41.59362559
59.035683,23.328154,3268000,151.09,13.68099459,25.5208634
59.035891,23.328305,3270000,151.739,12.34808308,20.48105251
59.036201,23.328413,3273000,147.432,11.67655355,10.1620052
59.036519,23.328472,3276000,145.422,11.84357601,5.452704038
59.037608,23.328676,3287000,143.91,11.06242098,5.504909506
59.038124,23.328921,3292000,140.518,11.81604983,13.72696106
59.038916,23.329224,3300000,137.724,11.22265444,11.1345344
59.039215,23.329282,3303000,135.058,11.14061261,5.698862639
59.039795,23.329348,3309000,131.486,10.77027888,3.350272432
59.040164,23.329338,3313000,127.985,10.26161915,359.2012693
59.040257,23.329335,3314000,127.721,10.34546594,359.049281
59.040533,23.329301,3317000,126.077,10.25334261,356.3739007
59.040626,23.329291,3318000,125.495,10.35985483,356.8339064
59.040821,23.329329,3320000,124.838,10.89891536,5.724625036
59.041021,23.329478,3322000,125.699,11.91148761,20.96912577
59.041303,23.329781,3325000,126.56,11.94607889,28.93062322
59.041905,23.331511,3333000,125.006,14.93807312,55.92283439
59.041719,23.333903,3341000,126.121,17.30198207,98.59479666
59.041349,23.334926,3345000,126.204,17.88801074,125.110244
59.041007,23.335568,3348000,126.699,17.62681418,136.0003055
59.040135,23.335783,3354000,125.135,16.29439279,172.7712303
59.039956,23.335168,3358000,126.683,10.10787672,240.5001446
59.039989,23.334695,3361000,125.234,9.104150755,277.7234364
59.039968,23.334526,3362000,125.889,9.948143647,256.4206699
59.039902,23.333754,3367000,123.605,8.955822882,260.5648698
59.039919,23.332928,3373000,119.475,7.88349606,272.291351
59.040029,23.332699,3375000,118.791,8.963626638,313.0373889
59.04006,23.33257,3376000,121.845,8.146893491,295.0387673
59.040089,23.332449,3377000,122.124,7.63800913,294.9801829
59.040154,23.332217,3379000,118.755,7.557927391,298.5736382
59.040173,23.331925,3381000,115.556,8.420520879,277.2088925
59.040176,23.331604,3383000,117.092,9.185147599,271.0409177
59.040148,23.330272,3392000,117.677,8.475466129,267.6606425
59.040173,23.329995,3394000,118.57,8.045854946,279.950808
59.040161,23.329833,3395000,117.379,9.365062794,261.8063363
59.040116,23.329506,3397000,121.051,9.684243616,255.0238794
59.040058,23.329206,3399000,123.199,9.16895079,249.4031818
59.03993,23.32893,3401000,123.464,10.63125132,227.9654097
59.039772,23.328667,3403000,124.619,11.56827897,220.5741392
59.038785,23.328409,3411000,126.768,13.8460618,187.659092
59.038641,23.328495,3412000,126.622,16.75551953,162.9205852
59.038215,23.328807,3415000,131.642,16.87808306,159.3539665
59.037055,23.330908,3425000,130.278,17.63548443,137.0203918
59.036747,23.331702,3428000,128.632,18.96789908,127.0150258
59.036422,23.332438,3431000,130.7,18.50105257,130.6384562
59.036191,23.33288,3433000,132.676,18.02713154,135.4489233
59.034947,23.334844,3443000,136.166,17.82615461,140.9125272
59.033965,23.33645,3451000,139.283,17.84357157,139.9197201
59.033392,23.337494,3456000,143.032,17.47186435,136.8479
59.033045,23.338146,3459000,141.58,17.89465468,135.9666954
59.032579,23.339039,3463000,142.973,18.19763988,135.4025999
59.031131,23.341859,3476000,146.024,17.53908355,134.9382505
59.030783,23.342467,3479000,146.202,17.3498037,138.0433308
59.029482,23.344074,3489000,148.411,17.14628932,147.5584545
59.028985,23.344783,3493000,150.1,17.14395618,143.7169912
59.028257,23.345865,3499000,146.461,16.99028294,142.5891167
59.028145,23.346069,3500000,146.312,17.07428252,136.8525092
59.026905,23.347849,3510000,142.765,17.1473213,143.544559
59.026647,23.34818,3512000,141.442,17.19349043,146.5649942
59.026383,23.348503,3514000,141.583,17.34988154,147.8030502
59.026023,23.349137,3517000,140.16,18.01355191,137.8121765
59.025785,23.349548,3519000,142.594,17.70780686,138.3708847
59.025667,23.349744,3520000,143.215,17.26665868,139.4745179
59.024763,23.351471,3528000,146.586,17.62602551,135.4844034
59.024,23.352548,3534000,149.727,17.48274974,144.0019386
59.023878,23.352746,3535000,149.283,17.68076252,140.1279024
59.023511,23.353316,3538000,150.635,17.41971625,141.3618846
59.022922,23.354338,3543000,152.099,17.566871,138.2327112
59.021979,23.356481,3552000,155.315,17.93415348,130.5274002
59.021569,23.357451,3556000,153.233,17.96423366,129.3923364
59.021138,23.358406,3560000,149.644,18.17853006,131.2441045
59.021023,23.358637,3561000,150.011,18.39859538,134.0444261
59.020555,23.359473,3565000,148.244,17.67833305,137.4020473
59.018909,23.361682,3578000,149.096,17.1165163,145.3620975
59.018657,23.36203,3580000,145.967,17.19457813,144.5925437
59.018265,23.362581,3583000,142.378,17.93899112,144.1119353
59.016652,23.364408,3595000,144.712,17.30647867,149.7538945
59.014696,23.366884,3610000,145.713,17.31176369,146.9081228
59.014137,23.367271,3614000,148.744,16.50164565,160.382979
59.012743,23.367878,3624000,150.779,15.88977534,167.3641167
59.010924,23.368943,3637000,151.406,16.25484693,163.2244153
59.009015,23.370672,3651000,155.566,16.73458192,154.9977397
59.008766,23.370952,3653000,158.574,16.00141267,149.928622
59.008638,23.371089,3654000,158.855,16.25587128,151.1402395
59.007289,23.372554,3664000,162.514,17.19103996,150.7855992
59.007017,23.372871,3666000,164.174,17.64164294,149.030974
59.006355,23.373701,3671000,166.467,17.52882795,147.1526623
59.005565,23.374696,3677000,168.416,17.45527162,147.0331442
59.004411,23.376275,3686000,171.954,17.44643461,144.8301721
59.003433,23.37761,3694000,175.279,16.62088833,144.8936407
59.002424,23.378877,3702000,178.58,16.70613569,147.1096117
59.001402,23.380015,3710000,181.584,16.37978124,150.1667701
59.001147,23.380284,3712000,182.445,16.13915222,151.484892
58.99936,23.382143,3726000,184.426,16.10661446,151.8174418
58.998836,23.382561,3730000,188.458,15.75252158,157.6639354
58.998193,23.382971,3735000,185.216,15.055348,161.8185565
58.997923,23.383095,3737000,181.648,15.42992844,166.6912995
58.99711,23.383463,3743000,177.217,15.47534943,166.8760005
58.996693,23.383659,3746000,173.481,15.90709258,166.3903589
58.996421,23.383814,3748000,172.535,15.76494823,163.6416344
58.995715,23.384321,3753000,167.684,16.74518537,159.7000114
58.995429,23.384509,3755000,171.016,16.79239383,161.2938169
58.995291,23.384588,3756000,171.602,16.00265608,163.5702124
58.994921,23.385051,3759000,173.38,16.32079094,147.1945722
58.994523,23.38551,3762000,173.136,17.1634469,149.2866484
58.994164,23.386024,3765000,177.117,16.53853658,143.589913
58.993773,23.386137,3768000,173.527,14.65625316,171.5323255
58.993464,23.385868,3771000,174.298,12.55553999,204.1539449
58.992969,23.385404,3776000,176.596,12.22796649,205.7750868
58.992877,23.385326,3777000,176.252,11.1662137,203.5934522
58.992713,23.385144,3779000,172.815,10.50577319,209.7560882
58.99253,23.384894,3781000,169.444,12.4448115,215.1362551
58.992435,23.384751,3782000,169.465,13.37111559,217.7913894
58.992268,23.384477,3784000,171.238,12.16044666,220.2052893
58.992111,23.384228,3786000,173.058,11.27495096,219.2499304
58.991606,23.38413,3790000,167.321,14.112312,185.7090251
58.990384,23.384919,3799000,162.831,15.91559684,161.6010958
58.989825,23.385214,3803000,164.113,16.10811203,164.7900461
58.988627,23.385161,3812000,158.213,14.80929567,181.3057176
58.987735,23.385039,3819000,153.961,14.20854856,184.0308287
58.98713,23.384723,3824000,150.005,13.93718798,195.0621618
58.986877,23.384583,3826000,148.096,14.63080925,195.913382
58.986749,23.384506,3827000,148.011,14.90513021,197.2206601
58.986519,23.384302,3829000,149.684,14.06339431,204.5601906
58.985778,23.38408,3834000,148.604,16.67896653,188.7752946
58.985267,23.384021,3838000,148.437,14.23427648,183.4046096
58.98467,23.384024,3842000,147.999,16.60057425,179.8516453
58.984109,23.383996,3846000,147.236,15.60464019,181.4732004
58.983821,23.383998,3848000,144.403,16.0166833,179.7949774
58.983453,23.383814,3851000,143.862,14.08930897,194.4476429
58.983324,23.383728,3852000,140.221,15.17119099,198.9588828
58.983184,23.383675,3853000,138.351,15.86518931,191.0382905
58.982275,23.382834,3861000,132.991,14.00085762,205.4897575
58.982173,23.382708,3862000,131.779,13.44857642,212.4789266
58.981901,23.382204,3865000,127.843,13.94329955,223.6766201
58.981723,23.381892,3867000,125.678,13.33940526,222.0897519
58.981497,23.381268,3870000,121.267,14.57181331,234.8994245
58.981117,23.380642,3874000,122.978,13.86049369,220.3287985
58.98089,23.380312,3876000,121.964,15.77376529,216.8387426
58.980483,23.379956,3879000,126.164,16.55180777,204.2637585
58.978914,23.379235,3891000,125.306,14.94505841,193.3233238
58.977445,23.378632,3902000,124.083,15.18249665,191.9449874
58.977071,23.378314,3905000,124.874,15.13912535,203.6636172
58.976705,23.378053,3908000,128.251,14.45705211,200.1798947
58.976374,23.377726,3911000,123.994,13.7711153,206.9835484
58.976252,23.377616,3912000,124.637,14.96318293,204.9242491
58.975388,23.37684,3919000,124.956,15.12804066,204.8400032
58.974406,23.375678,3928000,121.647,14.21502615,211.3790356
58.974307,23.375514,3929000,121.425,14.47915417,220.4917582
58.973922,23.374828,3933000,124.586,14.53528243,222.5644783
58.973756,23.374481,3935000,126.341,13.57060072,227.134789
58.973676,23.374304,3936000,125.064,13.49608376,228.7528196
58.973484,23.373447,3940000,123.133,13.39301459,246.5077928
58.973412,23.373015,3942000,125.245,13.01454729,252.081503
58.973368,23.372603,3944000,126.558,12.06082369,258.2943752
58.973352,23.372187,3946000,125.482,11.95780884,265.7327135
58.973439,23.371195,3951000,124.49,11.53775028,279.6568417
58.973563,23.370388,3955000,125.178,12.06930011,286.6001242
58.973616,23.370015,3957000,125.605,11.09082276,285.4122699
58.973741,23.369447,3960000,120.001,11.80236413,293.1209433
58.974121,23.367297,3971000,119.171,11.84572159,288.9281524
58.974195,23.366425,3975000,122.876,12.66592953,279.3499888
58.974334,23.365409,3980000,122.228,12.05255553,284.865918
58.974465,23.364834,3983000,123.692,12.01349109,293.8466047
58.974558,23.364498,3985000,126.264,10.93199399,298.2364194
58.974776,23.364046,3988000,122.624,11.8292269,313.0991371
58.974861,23.363905,3989000,122.503,12.4386737,319.4702099
58.97525,23.363247,3994000,124.541,11.48030249,318.9174958
58.975706,23.362525,4000000,122.759,10.91068254,320.7838785
58.976484,23.361201,4010000,126.455,11.51034145,318.7465644
58.977154,23.358866,4024000,124.384,10.9427791,299.1076531
58.977342,23.35814,4028000,121.659,11.6437224,296.6776659
58.977698,23.356916,4035000,118.334,11.50936593,299.4385795
58.977829,23.356374,4038000,116.263,11.43863866,295.1257668
58.977915,23.355606,4042000,112.007,11.26273533,282.2589891
58.977973,23.355201,4044000,108.224,12.04762183,285.5296614
58.978013,23.355012,4045000,108.364,11.71187639,292.3260272
58.978048,23.35483,4046000,108.639,11.13531401,290.4630015
58.978094,23.354465,4048000,107.962,10.76955876,283.7415667
58.978343,23.353625,4053000,107.034,11.10945572,299.9071426
58.978745,23.352885,4058000,105.155,12.32643431,316.5091731
58.978993,23.35243,4061000,108.395,12.65395236,316.604561
58.979137,23.352127,4063000,109.532,11.8129493,312.6818155
58.979574,23.350771,4071000,111.922,11.45907916,302.0203192
58.979779,23.349474,4078000,111.489,11.10879093,287.0514986
58.979875,23.348706,4082000,108.464,11.32442913,283.634583
58.979895,23.348517,4083000,108.245,11.05936812,281.6039437
58.979915,23.34833,4084000,106.98,10.94709088,281.7246367
58.980013,23.347759,4087000,100.746,11.49886191,288.4201285
58.980136,23.346474,4093000,99.507,12.48576336,280.5228999
58.9801,23.345589,4097000,96.99,12.72123956,265.4870995
58.98007,23.344683,4101000,100.714,13.00950166,266.3239387
58.979984,23.343447,4107000,95.509,11.91485044,262.3111195
58.979913,23.342986,4109000,94.531,13.78946518,253.3609886
58.979842,23.342558,4111000,97.768,12.88617199,252.1567962
58.979828,23.342346,4112000,97.46,12.25105778,262.6977724
58.979766,23.341443,4116000,93.367,13.05418948,262.4114258
58.979658,23.340088,4122000,93.651,13.09856574,261.2086472
58.979556,23.339415,4125000,100.05,13.40327517,253.6119075
58.97952,23.339202,4126000,99.054,12.84895844,251.842488
58.979412,23.336057,4141000,96.916,12.044729,266.1890578
58.979434,23.335438,4144000,100.521,11.85511803,273.9454626
58.979435,23.335233,4145000,100.492,11.75112096,270.5424097
58.979464,23.332695,4157000,97.63,12.12614865,271.2712503
58.979354,23.33175,4161000,101.88,13.8829962,257.2724902
58.979327,23.331528,4162000,103.686,13.07463344,256.7212902
58.978983,23.330302,4168000,105.673,13.33596159,241.4340118
58.978454,23.329423,4174000,108.742,12.91066544,220.574795
58.977588,23.328431,4182000,105.512,13.98179688,210.5559431
58.977482,23.328283,4183000,105.981,14.52511501,215.7380599
58.976463,23.326804,4193000,110.697,14.15411342,216.7985201
58.976371,23.326659,4194000,109.831,13.18339558,219.0870449
58.976087,23.326207,4197000,112.423,13.61861414,219.3613461
58.975757,23.325793,4200000,108.173,14.56968832,212.8865034
58.974626,23.323782,4212000,106.735,14.21936569,222.5040912
58.974172,23.32235,4219000,110.215,13.76877275,238.4046478
58.973942,23.321277,4224000,110.518,13.32427011,247.4193082
58.973725,23.320191,4229000,113.04,13.35486468,248.8107162
58.973639,23.319787,4231000,114.042,12.52932741,247.5597401
58.973441,23.318764,4236000,110.91,12.52938035,249.4189921
58.973354,23.318336,4238000,109.145,13.18820221,248.477536
58.973211,23.317691,4241000,109.362,13.41786373,246.7262671
58.972854,23.315374,4252000,107.687,12.60390176,253.358251
58.972282,23.314051,4260000,104.806,12.37488762,230.011126
58.972476,23.311307,4271000,101.799,14.43555816,277.8111777
58.972515,23.311096,4272000,102.24,12.85118352,289.7273267
58.972991,23.310526,4277000,104.108,12.44336591,328.3158938
58.973228,23.310588,4279000,107.28,13.2995942,7.679469833
58.97334,23.310674,4280000,106.463,13.3975429,21.59275655
58.973775,23.311324,4284000,101.749,15.26758473,37.6027598
58.974044,23.312333,4288000,105.336,16.28123331,62.64971591
58.974122,23.312857,4289000,106.457,31.26800856,73.8910575
58.973927,23.313061,4293000,103.839,6.160324305,151.6656763
58.974014,23.315088,4298000,107.268,23.32164254,85.23899088
58.97395,23.315342,4299000,106.876,16.20840194,116.0517574
58.973652,23.316015,4302000,102.013,16.95497295,130.6647923
58.973488,23.316136,4303000,102.848,19.515596,159.1786747
58.97288,23.316036,4307000,102.417,16.96703517,184.8457738
58.972624,23.315851,4309000,104.699,15.19257033,200.4299397
58.972011,23.315383,4314000,104.56,14.65423012,201.481142
58.971762,23.314869,4317000,101.08,13.4802283,226.7773136
58.971944,23.313681,4319000,100.304,35.52784063,286.552888
58.971898,23.313325,4324000,101.093,4.208374672,255.9274077
58.972249,23.312181,4330000,104.229,12.72131574,300.7631482
58.972492,23.31122,4335000,103.847,12.27364253,296.1312931
58.972565,23.310811,4337000,106.051,12.407275,289.0995686
58.972636,23.310419,4339000,105.338,11.91049099,289.3610544
58.972684,23.309787,4342000,103.561,12.2081884,278.3822955
58.972708,23.309347,4344000,104.393,12.6832847,276.0408474
58.972706,23.308011,4350000,101.588,12.76579328,269.8341693
58.972685,23.306902,4355000,103.724,12.72463464,267.896544
58.972558,23.306012,4359000,110.134,13.23601402,254.5261525
58.972521,23.305782,4360000,109.25,13.81350782,252.6671598
58.972336,23.304668,4365000,113.527,13.42006884,252.1425364
58.972304,23.304456,4366000,112.917,12.66476436,253.6781133
58.972206,23.303786,4369000,111.251,13.3096667,254.1580867
58.972148,23.303354,4371000,113.714,12.79690664,255.4008636
58.972101,23.302485,4375000,113.379,12.52378345,264.0104159
58.971761,23.299846,4387000,113.532,12.99623778,255.967796
58.971355,23.298338,4394000,115.556,13.93444298,242.4222162
58.971063,23.297504,4398000,116.758,14.45082282,235.8149804
58.970855,23.296862,4401000,119.794,14.49174045,237.8498706
58.970259,23.295541,4408000,123.14,14.37891172,228.8064782
58.969289,23.293566,4419000,123.531,14.21881465,226.3865944
58.968856,23.29267,4424000,121.702,14.0837229,226.8493527
58.96849,23.291998,4428000,123.677,14.01305009,223.4260186
58.967294,23.290516,4439000,124.639,14.35014006,212.5708501
58.965822,23.289273,4451000,125.111,14.88055852,203.5257428
58.965555,23.289158,4453000,125.27,15.21037995,192.5196679
58.964835,23.289271,4458000,124.945,16.0689262,175.3739948
58.964018,23.290059,4464000,123.861,16.91451677,153.5598985
58.963466,23.291133,4469000,120.436,17.39295039,134.9097227
58.963357,23.291342,4470000,121.137,17.04799319,135.3283816
58.962156,23.293542,4481000,122.943,16.70402238,136.6348393
58.961962,23.293962,4483000,119.296,16.16915537,131.8553621
58.961864,23.294175,4484000,119.183,16.37158681,131.743499
58.961501,23.294715,4487000,115.234,16.96143839,142.5106631
58.961375,23.294895,4488000,115.024,17.40604591,143.6248352
58.961011,23.295431,4491000,117.01,16.94461099,142.7917327
58.960273,23.296447,4497000,114.783,16.7773017,144.6301405
58.959189,23.298016,4506000,113.606,16.71641106,143.2636311
58.958624,23.298994,4511000,108.244,16.84704284,138.2480809
58.958512,23.299202,4512000,108.703,17.24832884,136.239197
58.958109,23.300053,4516000,110.93,16.56718374,132.5626083
58.957266,23.30267,4527000,107.413,16.08910105,121.9906956
58.957186,23.302901,4528000,107.532,15.96007682,123.8845292
58.956907,23.30386,4532000,105.489,15.78885164,119.429687
58.956287,23.306376,4542000,106.29,15.99426644,115.5398828
58.956052,23.307054,4545000,103.19,15.61897805,123.9055203
58.955972,23.307289,4546000,101.637,16.15144143,123.4298313
58.955543,23.308806,4552000,100.85,16.53975381,118.738451
58.954312,23.311189,4564000,101.026,16.12263898,135.0469081
58.95361,23.311102,4569000,96.837,15.64803059,183.6571136
58.953505,23.31091,4570000,96.612,16.05287929,223.321371
58.95331,23.310087,4574000,93.224,12.98845413,245.3254404
58.95345,23.309477,4577000,94.445,12.76666929,293.9898782
58.953559,23.309103,4579000,93.735,12.32120908,299.4711916
58.953754,23.308059,4584000,91.725,12.73867955,289.9092391
58.954158,23.307599,4588000,88.18,13.02748983,329.5781609
58.954537,23.307617,4591000,92.902,14.05579789,1.403076787
58.95465,23.307691,4592000,92.898,13.26599617,18.66114722
58.955061,23.307881,4595000,86.855,15.66506249,13.40935235
58.955384,23.308713,4599000,80.734,14.93368115,53.02747099
58.955452,23.308924,4600000,81.037,14.27186202,57.99777582
58.955533,23.309394,4602000,76.704,14.21233039,71.5209477
58.955598,23.309898,4604000,72.569,14.89979015,75.95908777
58.954923,23.311504,4611000,69.163,23.76791366,129.1791779
58.95428,23.311422,4615000,67.153,17.9182473,183.762843
58.953947,23.310848,4618000,62.958,16.51918033,221.6362649
58.953552,23.310436,4621000,59.748,16.62918462,208.2771308
58.953434,23.310473,4622000,59.754,13.29520341,170.8140295
58.953299,23.310542,4623000,54.661,15.52845436,165.2328178
58.953099,23.310949,4625000,50.219,16.12399742,133.6155386
58.953032,23.311628,4627000,48.77,19.82826666,100.8309896
58.95307,23.312196,4629000,51.912,16.42783206,82.60866724
58.95345,23.312924,4633000,46.955,14.85421574,44.65511268
58.953718,23.313072,4635000,41.96,15.49701707,15.8972815
58.953871,23.313044,4636000,41.823,17.09324485,354.6083046
58.954461,23.312364,4642000,40.341,12.72347276,329.2733249
58.95452,23.312155,4643000,40.082,13.66710166,298.6957198
58.954678,23.311545,4646000,40.557,13.05187768,296.6681271
58.954738,23.31048,4651000,44.366,12.29060268,276.2348661
58.955138,23.307263,4665000,45.805,13.55836198,283.5568225
58.954983,23.304194,4678000,48.444,13.60627691,264.4080031
58.955182,23.302887,4684000,49.256,13.02821537,286.4491546
58.955209,23.302195,4687000,49.412,13.26892166,274.3269254
58.955417,23.29949,4699000,53.265,13.0728637,278.4817914
58.955812,23.297908,4707000,50.41,12.60239277,295.8352389
58.955874,23.297712,4708000,51.327,13.18889308,301.5247989
58.956008,23.297117,4711000,51.823,12.41371347,293.5916317
