latitude(deg),longitude(deg),time(ms),elevation(m),velocity(m/s),bearing(deg)
58.956214,23.29633,4715000,49.158,12.65585171,296.9115342
58.956269,23.296127,4716000,48.794,13.15297995,297.7167469
58.956411,23.295766,4718000,52.314,13.02121924,307.335323
58.95702,23.295733,4720000,56.149,33.88161509,358.3993833
58.957046,23.295558,4721000,56.274,10.44579924,286.0721569
58.957102,23.29519,4723000,59.755,11.0036389,286.4411513
58.957131,23.294995,4724000,59.746,11.64045904,286.087233
58.957167,23.294746,4725000,60.038,14.83259785,285.6617409
58.957187,23.294313,4727000,59.652,12.46750315,275.118515
58.957177,23.292684,4733000,62.753,15.57352587,269.3186702
58.95717,23.2924,4735000,63.258,8.153992637,267.2636384
58.957129,23.291045,4741000,61.793,12.97541155,266.6425079
58.957186,23.290335,4745000,60.629,10.30350978,278.8491674
58.957229,23.29005,4747000,62.997,8.516015375,286.3085514
58.956976,23.288391,4753000,65.916,16.53820125,253.5262276
58.956794,23.287986,4757000,69.492,7.703120239,228.9302314
58.956778,23.287926,4758000,69.499,3.874362754,242.6559931
58.957133,23.287124,4760000,70.757,30.31149296,310.6419871
58.957453,23.286099,4766000,69.434,11.45421848,301.1915062
58.957693,23.285251,4771000,72.212,11.09640989,298.7598559
58.958191,23.283149,4783000,73.554,11.05643936,294.6767615
58.958766,23.281813,4792000,77.175,11.08987244,309.8502655
58.958837,23.28168,4793000,77.2,10.97961093,315.9924927
58.959326,23.280988,4799000,79.091,11.22180125,323.8815648
58.959573,23.280662,4802000,82.463,11.07721782,325.7622145
58.959747,23.280494,4804000,83.968,10.80961983,333.5331625
58.960028,23.28023,4807000,82.678,11.57631797,334.1525763
58.960313,23.280005,4810000,84.276,11.4084554,337.8498741
58.960671,23.279644,4814000,85.279,11.2199699,332.5279817
58.961225,23.278277,4823000,85.47,11.07954367,308.167106
58.961418,23.277372,4828000,82.354,11.2331994,292.4704358
58.961476,23.276982,4830000,81.645,11.63910949,286.0892324
58.961662,23.276083,4835000,78.703,11.11064272,291.8641671
58.961894,23.27543,4839000,78.913,11.36966498,304.5692442
58.96205,23.274712,4843000,76.249,11.17077568,292.8502479
58.962073,23.274294,4845000,77.38,12.05397227,276.0915639
58.962673,23.271974,4858000,77.005,11.44978227,296.6389185
58.962997,23.271237,4863000,78.193,11.10861319,310.4528126
58.963069,23.271105,4864000,73.957,11.01976231,316.6122428
58.963146,23.270962,4865000,72.687,11.85747931,316.2431155
58.963292,23.270622,4867000,70.851,12.68736313,309.7896392
58.963357,23.270445,4868000,72.298,12.46189572,305.4608182
58.963719,23.270195,4872000,76.725,10.68503691,340.4010254
58.963936,23.27025,4874000,76.211,12.170652,7.445015056
58.964363,23.27059,4878000,77.629,12.83499391,22.31935549
58.964579,23.270731,4880000,78.722,12.67449981,18.60071846
58.965151,23.270301,4886000,79.168,11.37211783,338.8151463
58.965213,23.270132,4887000,79.367,11.89421191,305.4351526
58.965761,23.268932,4895000,80.309,11.49062802,311.5343306
58.965922,23.268687,4897000,81.348,11.38033915,321.8848178
58.965999,23.268581,4898000,82.822,10.50214098,324.6361757
58.966128,23.268311,4900000,83.999,10.55432528,312.822678
58.966203,23.267927,4902000,80.756,11.77327528,290.7492208
58.966223,23.267713,4903000,80.403,12.47118266,280.2751109
58.966252,23.267289,4905000,81.294,12.26300429,277.5573839
58.966343,23.266708,4908000,83.973,11.6063961,286.8995177
58.966366,23.266506,4909000,84.038,11.86216629,282.4543824
58.966519,23.26559,4914000,88.439,11.04257876,287.9522743
58.966853,23.264,4923000,91.902,10.9389502,292.169844
58.966892,23.263824,4924000,91.052,10.98476417,293.2594755
58.967195,23.262146,4933000,93.641,11.32766897,289.3042541
58.967524,23.261405,4938000,89.951,11.21497844,310.7368383
58.967763,23.261057,4941000,89.55,11.07965625,323.1069871
58.967896,23.259784,4948000,87.754,10.63954818,281.4572119
58.96719,23.259255,4953000,87.594,16.83611095,201.1206549
58.966614,23.260154,4958000,85.297,16.4460746,141.1785715
58.966622,23.261257,4961000,83.917,21.08456872,89.19350286
58.966854,23.261753,4964000,82.654,12.80092291,47.78254384
58.967283,23.261854,4968000,82.005,12.01655882,6.920212528
58.967709,23.261686,4972000,82.366,12.08792488,348.5081575
58.968208,23.261481,4977000,81.506,11.34659336,348.0423532
58.968533,23.261465,4980000,78.392,12.05339088,358.5462086
58.96904,23.262075,4985000,71.22,13.27154086,31.8082852
58.96909,23.262347,4986000,71.297,16.55762156,70.37404901
58.968968,23.263207,4989000,69.515,17.04769947,105.3859671
58.968168,23.264001,4994000,68.899,19.99027093,152.903471
58.967594,23.263273,4999000,70.783,15.25583459,213.178109
58.96769,23.262169,5004000,70.04,12.83942659,279.5748079
58.96789,23.261775,5007000,71.67,10.5684866,314.5574589
58.968084,23.261609,5009000,67.628,11.79197907,336.1971997
58.968194,23.261566,5010000,68.194,12.48084558,348.6064056
58.968604,23.260791,5016000,66.11,10.61220144,315.7419784
58.96851,23.260325,5018000,61.669,14.34613575,248.629957
58.968439,23.260101,5019000,61.614,15.07732549,238.4145593
58.96831,23.259612,5021000,66.162,15.74822157,242.899918
58.968307,23.259397,5022000,65.931,12.33228867,268.4496323
58.968122,23.258552,5026000,62.171,13.15988442,246.9897771
58.967663,23.258404,5029000,59.12,17.25111644,189.437694
58.967171,23.259194,5033000,61.171,17.75986018,140.3825675
58.967112,23.25942,5034000,61.234,14.52578528,116.8573603
58.967141,23.260067,5036000,59.209,18.61961382,85.03069033
58.967613,23.260902,5041000,61.754,14.21058027,42.36447404
58.968135,23.261416,5046000,59.247,13.02243496,26.91294668
58.969287,23.262448,5057000,57.998,12.83054666,24.7874069
58.970029,23.263093,5064000,58.56,12.91956297,24.13700966
58.970416,23.263602,5068000,55.167,13.00125143,34.13655516
58.971176,23.263507,5072000,48.239,21.1768129,356.3133201
58.971249,23.263629,5073000,46.981,10.71692376,40.74380087
58.971611,23.26404,5079000,42.046,7.775394318,30.33763248
58.971906,23.263764,5083000,44.749,9.10701807,334.2539009
58.97221,23.262027,5090000,46.751,15.02426428,288.7547953
58.972332,23.261774,5092000,49.985,9.931367408,313.0918813
58.972445,23.259977,5100000,51.707,12.97360964,276.9562129
58.972702,23.258322,5108000,54.208,12.38697587,286.7664726
58.972858,23.257792,5111000,56.171,11.66353878,299.7283033
58.972931,23.257638,5112000,54.513,11.99487112,312.6031589
58.973125,23.257113,5115000,56.753,12.34472487,305.6372411
58.973438,23.25653,5119000,52.462,12.0652732,316.1674648
58.973757,23.25565,5124000,55.179,12.33552365,305.118797
58.973886,23.25529,5126000,57.358,12.56801792,304.807678
58.974129,23.254292,5131000,57.908,12.65542229,295.2864158
58.974191,23.254131,5132000,61.339,11.52157883,306.7648651
58.974299,23.253812,5134000,62.253,10.94010021,303.2992164
58.974335,23.253627,5135000,61.004,11.33646936,290.6838091
58.974474,23.253075,5138000,59.049,11.73999334,296.0383001
58.974548,23.25293,5139000,59.587,11.69804163,314.7166185
58.974798,23.252129,5144000,62.18,10.73651463,301.197275
58.974939,23.251858,5146000,60.619,11.03759038,315.2701438
58.975424,23.25181,5151000,61.518,10.80297394,357.0799177
58.975635,23.251974,5153000,61.145,12.64091299,21.8308928
58.975923,23.253497,5159000,62.584,15.49976452,69.85125452
58.97576,23.253978,5161000,66.676,16.5000455,123.3248845
58.975553,23.254371,5163000,68.033,16.10638621,135.621925
58.974928,23.254498,5167000,65.659,17.4741545,174.0210979
58.974494,23.254153,5170000,70.129,17.38894318,202.28006
58.974286,23.253859,5172000,74.975,14.31176572,216.0745115
58.974211,23.2537,5173000,71.893,12.35622057,227.5363627
58.974012,23.252893,5177000,68.549,12.82162846,244.4327316
58.974123,23.252086,5181000,71.717,11.97085903,284.9420929
58.97448,23.251722,5185000,72.843,11.21428521,332.2769366
58.974779,23.251563,5188000,75.902,11.49439811,344.6725716
58.97531,23.251485,5193000,81.469,11.84603394,355.6704215
58.975968,23.251799,5199000,82.477,12.56133306,13.81760859
58.97619,23.252068,5201000,84.627,14.55592898,31.98512611
58.97651,23.252551,5204000,84.879,15.03124828,37.87983811
58.976746,23.253104,5207000,89.532,13.71922508,50.3735485
58.976804,23.253341,5208000,87.256,15.03972018,64.59965204
58.977445,23.254209,5214000,85.412,14.49031297,34.91058568
58.978624,23.25466,5225000,85.378,12.15088701,11.15219707
58.978775,23.25442,5227000,85.825,10.85512549,320.6788549
58.979147,23.253825,5232000,84.374,10.72417157,320.5019263
58.979858,23.254249,5236000,85.554,20.68303616,17.08317848
58.980239,23.253966,5240000,80.434,11.34393214,339.0541362
58.980551,23.253805,5243000,77.833,11.96954757,345.1083758
58.980645,23.253778,5244000,77.987,10.56918419,351.5802367
58.981141,23.253814,5249000,74.647,11.04135959,2.141993818
58.981566,23.2541,5253000,80.078,12.50819666,19.12529982
58.981925,23.254155,5257000,77.247,10.01361718,4.513966098
58.982114,23.254095,5259000,76.684,10.65059622,350.7093301
58.982584,23.254167,5264000,73.32,10.48779345,4.513532271
58.982785,23.254214,5266000,69.938,11.25909137,6.870561131
58.982879,23.254223,5267000,69.839,10.46798492,2.824493173
58.983053,23.254215,5269000,68.487,9.679399559,358.6428271
58.983309,23.254188,5272000,63.739,9.505313508,356.8892205
58.983572,23.254103,5275000,61.719,9.885128271,350.54493
58.983747,23.254075,5277000,60.7,9.765317564,355.2869092
58.983908,23.253986,5279000,57.617,9.309865512,344.1007413
58.984042,23.253782,5281000,55.129,9.47147475,321.8875787
58.984206,23.253405,5284000,50.336,9.425656129,310.1723634
58.984367,23.253016,5287000,47.027,9.531894289,308.7725682
58.984704,23.252325,5293000,42.343,9.08804328,313.4256989
58.984763,23.252201,5294000,42.047,9.673053032,312.7200011
58.984881,23.251922,5296000,35.838,10.34324062,309.3798971
58.98501,23.25166,5298000,34.721,10.38428661,313.6983761
58.985149,23.251177,5302000,30.281,7.926474131,299.1845196
58.985171,23.251045,5303000,27.158,7.950887305,287.924441
58.985211,23.25092,5304000,23.56,8.432915982,301.8422433
58.985272,23.250808,5305000,19.535,9.339911569,316.5880711
58.985346,23.250711,5306000,16.395,9.932200346,325.9647315
58.985624,23.250376,5310000,9.975,9.09909557,328.1639538
58.985682,23.250302,5311000,9.692,7.720254139,326.6794576
58.985785,23.250145,5313000,6.901,7.283603912,321.8545665
58.98586,23.250044,5316000,4.819,3.384477919,325.2444144
58.985838,23.250048,5336000,5.22,0.1228845917,174.6480482
58.985853,23.250085,5373000,5.594,0.07292201595,51.8038451
58.985845,23.250092,5404000,5.558,0.03148584339,155.7320719
58.985834,23.250118,5429000,6.309,0.07711965551,129.3897538
58.985955,23.250037,5455000,5.463,0.5475557736,340.9697576
58.986118,23.249863,5481000,5.546,0.795818042,331.1884791
58.986212,23.249723,5503000,5.767,0.5990433606,322.4979238
58.986213,23.249716,5546000,5.667,0.009681273583,285.4966204
58.986198,23.249712,5569000,4.63,0.07322036784,187.8233714
58.986198,23.249721,5597000,5.298,0.01842066036,89.99999616
